Outcome,Message,Identity,Delay,Symbol,StartDate,StartTime,EndDate,EndTime,Open,High,Low,Close,Average,Volume
Success,,,0,XAUUSD,12/01/2015,4:15:00 PM,12/01/2015,4:20:00 PM,1066.65,1067.13,1066.16,1066.75,1066.654,42
Success,,,0,XAUUSD,12/01/2015,4:20:00 PM,12/01/2015,4:25:00 PM,1066.83,1067.13,1066.16,1066.95,1066.706,40
Success,,,0,XAUUSD,12/01/2015,4:25:00 PM,12/01/2015,4:30:00 PM,1067.03,1067.23,1066.12,1066.95,1066.741,41
Success,,,0,XAUUSD,12/01/2015,4:30:00 PM,12/01/2015,4:35:00 PM,1066.83,1067.33,1066.31,1067,1066.843,38
Success,,,0,XAUUSD,12/01/2015,4:35:00 PM,12/01/2015,4:40:00 PM,1067.13,1067.13,1066.24,1066.65,1066.678,35
Success,,,0,XAUUSD,12/01/2015,4:40:00 PM,12/01/2015,4:45:00 PM,1066.71,1067.13,1066.32,1066.85,1066.783,34
Success,,,0,XAUUSD,12/01/2015,4:45:00 PM,12/01/2015,4:50:00 PM,1066.98,1067.33,1066.38,1067.3,1066.948,37
Success,,,0,XAUUSD,12/01/2015,4:50:00 PM,12/01/2015,4:55:00 PM,1067.43,1067.53,1066.82,1067.1,1067.236,35
Success,,,0,XAUUSD,12/01/2015,4:55:00 PM,12/01/2015,5:00:00 PM,1067.23,1067.53,1066.55,1066.9,1067.039,38
Success,,,0,XAUUSD,12/01/2015,5:00:00 PM,12/01/2015,5:05:00 PM,1066.93,1067.03,1066.04,1066.4,1066.709,36
Success,,,0,XAUUSD,12/01/2015,5:05:00 PM,12/01/2015,5:10:00 PM,1066.55,1066.93,1066.04,1066.3,1066.564,32
